4----->  iteracion: 5 valor de xn: 0.180664
5----->  iteracion: 6 valor de xn: 0.192432
6----->  iteracion: 7 valor de xn: 0.202022
7----->  iteracion: 8 valor de xn: 0.209572
8----->  iteracion: 9 valor de xn: 0.215347
9----->  iteracion: 10 valor de xn: 0.219665
10----->  iteracion: 11 valor de xn: 0.222836
11----->  iteracion: 12 valor de xn: 0.225134
12----->  iteracion: 13 valor de xn: 0.226783
13----->  iteracion: 14 valor de xn: 0.227958
14----->  iteracion: 15 valor de xn: 0.228791
15----->  iteracion: 16 valor de xn: 0.22938
16----->  iteracion: 17 valor de xn: 0.229794
17----->  iteracion: 18 valor de xn: 0.230085
18----->  iteracion: 19 valor de xn: 0.23029
19----->  iteracion: 20 valor de xn: 0.230433
valor de r: 1.5    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.135
1----->  iteracion: 2 valor de xn: 0.175162
2----->  iteracion: 3 valor de xn: 0.216721
3----->  iteracion: 4 valor de xn: 0.254629
4----->  iteracion: 5 valor de xn: 0.28469
5----->  iteracion: 6 valor de xn: 0.305462
6----->  iteracion: 7 valor de xn: 0.318233
7----->  iteracion: 8 valor de xn: 0.325441
8----->  iteracion: 9 valor de xn: 0.329294
9----->  iteracion: 10 valor de xn: 0.331289
10----->  iteracion: 11 valor de xn: 0.332305
11----->  iteracion: 12 valor de xn: 0.332818
12----->  iteracion: 13 valor de xn: 0.333075
13----->  iteracion: 14 valor de xn: 0.333204
14----->  iteracion: 15 valor de xn: 0.333269
15----->  iteracion: 16 valor de xn: 0.333301
16----->  iteracion: 17 valor de xn: 0.333317
17----->  iteracion: 18 valor de xn: 0.333325
18----->  iteracion: 19 valor de xn: 0.333329
19----->  iteracion: 20 valor de xn: 0.333331
valor de r: 1.7    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.153
1----->  iteracion: 2 valor de xn: 0.220305
2----->  iteracion: 3 valor de xn: 0.29201
3----->  iteracion: 4 valor de xn: 0.351458
4----->  iteracion: 5 valor de xn: 0.38749
5----->  iteracion: 6 valor de xn: 0.403481
6----->  iteracion: 7 valor de xn: 0.409163
7----->  iteracion: 8 valor de xn: 0.410973
8----->  iteracion: 9 valor de xn: 0.411526
9----->  iteracion: 10 valor de xn: 0.411693
10----->  iteracion: 11 valor de xn: 0.411743
11----->  iteracion: 12 valor de xn: 0.411758
12----->  iteracion: 13 valor de xn: 0.411763
13----->  iteracion: 14 valor de xn: 0.411764
14----->  iteracion: 15 valor de xn: 0.411765
15----->  iteracion: 16 valor de xn: 0.411765
16----->  iteracion: 17 valor de xn: 0.411765
17----->  iteracion: 18 valor de xn: 0.411765
18----->  iteracion: 19 valor de xn: 0.411765
19----->  iteracion: 20 valor de xn: 0.411765
valor de r: 1.9    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.171
1----->  iteracion: 2 valor de xn: 0.269342
2----->  iteracion: 3 valor de xn: 0.373914
3----->  iteracion: 4 valor de xn: 0.444794
4----->  iteracion: 5 valor de xn: 0.469209
5----->  iteracion: 6 valor de xn: 0.473199
6----->  iteracion: 7 valor de xn: 0.473635
7----->  iteracion: 8 valor de xn: 0.473679
8----->  iteracion: 9 valor de xn: 0.473684
9----->  iteracion: 10 valor de xn: 0.473684
10----->  iteracion: 11 valor de xn: 0.473684
11----->  iteracion: 12 valor de xn: 0.473684
12----->  iteracion: 13 valor de xn: 0.473684
13----->  iteracion: 14 valor de xn: 0.473684
14----->  iteracion: 15 valor de xn: 0.473684
15----->  iteracion: 16 valor de xn: 0.473684
16----->  iteracion: 17 valor de xn: 0.473684
17----->  iteracion: 18 valor de xn: 0.473684
18----->  iteracion: 19 valor de xn: 0.473684
19----->  iteracion: 20 valor de xn: 0.473684
valor de r: 2.1    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.189
1----->  iteracion: 2 valor de xn: 0.321886
2----->  iteracion: 3 valor de xn: 0.458378
3----->  iteracion: 4 valor de xn: 0.521362
4----->  iteracion: 5 valor de xn: 0.524042
5----->  iteracion: 6 valor de xn: 0.523786
6----->  iteracion: 7 valor de xn: 0.523812
7----->  iteracion: 8 valor de xn: 0.523809
8----->  iteracion: 9 valor de xn: 0.52381
9----->  iteracion: 10 valor de xn: 0.52381
10----->  iteracion: 11 valor de xn: 0.52381
11----->  iteracion: 12 valor de xn: 0.52381
12----->  iteracion: 13 valor de xn: 0.52381
13----->  iteracion: 14 valor de xn: 0.52381
14----->  iteracion: 15 valor de xn: 0.52381
15----->  iteracion: 16 valor de xn: 0.52381
16----->  iteracion: 17 valor de xn: 0.52381
17----->  iteracion: 18 valor de xn: 0.52381
18----->  iteracion: 19 valor de xn: 0.52381
19----->  iteracion: 20 valor de xn: 0.52381
valor de r: 2.3    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.207
1----->  iteracion: 2 valor de xn: 0.377547
2----->  iteracion: 3 valor de xn: 0.540512
3----->  iteracion: 4 valor de xn: 0.571225
4----->  iteracion: 5 valor de xn: 0.563332
5----->  iteracion: 6 valor de xn: 0.565775
6----->  iteracion: 7 valor de xn: 0.565049
7----->  iteracion: 8 valor de xn: 0.565268
8----->  iteracion: 9 valor de xn: 0.565202
9----->  iteracion: 10 valor de xn: 0.565222
10----->  iteracion: 11 valor de xn: 0.565216
11----->  iteracion: 12 valor de xn: 0.565218
12----->  iteracion: 13 valor de xn: 0.565217
13----->  iteracion: 14 valor de xn: 0.565217
14----->  iteracion: 15 valor de xn: 0.565217
15----->  iteracion: 16 valor de xn: 0.565217
16----->  iteracion: 17 valor de xn: 0.565217
17----->  iteracion: 18 valor de xn: 0.565217
18----->  iteracion: 19 valor de xn: 0.565217
19----->  iteracion: 20 valor de xn: 0.565217
valor de r: 2.5    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.225
1----->  iteracion: 2 valor de xn: 0.435938
2----->  iteracion: 3 valor de xn: 0.61474
3----->  iteracion: 4 valor de xn: 0.592087
4----->  iteracion: 5 valor de xn: 0.6038
5----->  iteracion: 6 valor de xn: 0.598064
6----->  iteracion: 7 valor de xn: 0.600959
7----->  iteracion: 8 valor de xn: 0.599518
8----->  iteracion: 9 valor de xn: 0.60024
9----->  iteracion: 10 valor de xn: 0.59988
10----->  iteracion: 11 valor de xn: 0.60006
11----->  iteracion: 12 valor de xn: 0.59997
12----->  iteracion: 13 valor de xn: 0.600015
13----->  iteracion: 14 valor de xn: 0.599992
14----->  iteracion: 15 valor de xn: 0.600004
15----->  iteracion: 16 valor de xn: 0.599998
16----->  iteracion: 17 valor de xn: 0.600001
17----->  iteracion: 18 valor de xn: 0.6
18----->  iteracion: 19 valor de xn: 0.6
19----->  iteracion: 20 valor de xn: 0.6
valor de r: 2.7    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.243
1----->  iteracion: 2 valor de xn: 0.496668
2----->  iteracion: 3 valor de xn: 0.67497
3----->  iteracion: 4 valor de xn: 0.592341
4----->  iteracion: 5 valor de xn: 0.651978
5----->  iteracion: 6 valor de xn: 0.612638
6----->  iteracion: 7 valor de xn: 0.640744
7----->  iteracion: 8 valor de xn: 0.621516
8----->  iteracion: 9 valor de xn: 0.635132
9----->  iteracion: 10 valor de xn: 0.625696
10----->  iteracion: 11 valor de xn: 0.632341
11----->  iteracion: 12 valor de xn: 0.627712
12----->  iteracion: 13 valor de xn: 0.630962
13----->  iteracion: 14 valor de xn: 0.628692
14----->  iteracion: 15 valor de xn: 0.630284
15----->  iteracion: 16 valor de xn: 0.629171
16----->  iteracion: 17 valor de xn: 0.62995
17----->  iteracion: 18 valor de xn: 0.629405
18----->  iteracion: 19 valor de xn: 0.629787
19----->  iteracion: 20 valor de xn: 0.62952
valor de r: 2.9    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.261
1----->  iteracion: 2 valor de xn: 0.559349
2----->  iteracion: 3 valor de xn: 0.714785
3----->  iteracion: 4 valor de xn: 0.591215
4----->  iteracion: 5 valor de xn: 0.700871
5----->  iteracion: 6 valor de xn: 0.607987
6----->  iteracion: 7 valor de xn: 0.691183
7----->  iteracion: 8 valor de xn: 0.619003
8----->  iteracion: 9 valor de xn: 0.683931
9----->  iteracion: 10 valor de xn: 0.626891
10----->  iteracion: 11 valor de xn: 0.678306
11----->  iteracion: 12 valor de xn: 0.6328
12----->  iteracion: 13 valor de xn: 0.673856
13----->  iteracion: 14 valor de xn: 0.637345
14----->  iteracion: 15 valor de xn: 0.670296
15----->  iteracion: 16 valor de xn: 0.640898
16----->  iteracion: 17 valor de xn: 0.667428
17----->  iteracion: 18 valor de xn: 0.643707
18----->  iteracion: 19 valor de xn: 0.66511
19----->  iteracion: 20 valor de xn: 0.645942
valor de r: 3.1    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.279
1----->  iteracion: 2 valor de xn: 0.623593
2----->  iteracion: 3 valor de xn: 0.727647
3----->  iteracion: 4 valor de xn: 0.614348
4----->  iteracion: 5 valor de xn: 0.734466
5----->  iteracion: 6 valor de xn: 0.60458
6----->  iteracion: 7 valor de xn: 0.741095
7----->  iteracion: 8 valor de xn: 0.594806
8----->  iteracion: 9 valor de xn: 0.747136
9----->  iteracion: 10 valor de xn: 0.585663
10----->  iteracion: 11 valor de xn: 0.752252
11----->  iteracion: 12 valor de xn: 0.577744
12----->  iteracion: 13 valor de xn: 0.756263
13----->  iteracion: 14 valor de xn: 0.571421
14----->  iteracion: 15 valor de xn: 0.759187
15----->  iteracion: 16 valor de xn: 0.566748
16----->  iteracion: 17 valor de xn: 0.761189
17----->  iteracion: 18 valor de xn: 0.56352
18----->  iteracion: 19 valor de xn: 0.762492
19----->  iteracion: 20 valor de xn: 0.561403
valor de r: 3.3    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.297
1----->  iteracion: 2 valor de xn: 0.68901
2----->  iteracion: 3 valor de xn: 0.707108
3----->  iteracion: 4 valor de xn: 0.683451
4----->  iteracion: 5 valor de xn: 0.713941
5----->  iteracion: 6 valor de xn: 0.673957
6----->  iteracion: 7 valor de xn: 0.725139
7----->  iteracion: 8 valor de xn: 0.657731
8----->  iteracion: 9 valor de xn: 0.742899
9----->  iteracion: 10 valor de xn: 0.6303
10----->  iteracion: 11 valor de xn: 0.768972
11----->  iteracion: 12 valor de xn: 0.586258
12----->  iteracion: 13 valor de xn: 0.800447
13----->  iteracion: 14 valor de xn: 0.527115
14----->  iteracion: 15 valor de xn: 0.822574
15----->  iteracion: 16 valor de xn: 0.481622
16----->  iteracion: 17 valor de xn: 0.823885
17----->  iteracion: 18 valor de xn: 0.478824
18----->  iteracion: 19 valor de xn: 0.82352
19----->  iteracion: 20 valor de xn: 0.479604
valor de r: 3.5    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.315
1----->  iteracion: 2 valor de xn: 0.755213
2----->  iteracion: 3 valor de xn: 0.647033
3----->  iteracion: 4 valor de xn: 0.799335
4----->  iteracion: 5 valor de xn: 0.561396
5----->  iteracion: 6 valor de xn: 0.861807
6----->  iteracion: 7 valor de xn: 0.416835
7----->  iteracion: 8 valor de xn: 0.850793
8----->  iteracion: 9 valor de xn: 0.444306
9----->  iteracion: 10 valor de xn: 0.864144
10----->  iteracion: 11 valor de xn: 0.410898
11----->  iteracion: 12 valor de xn: 0.847213
12----->  iteracion: 13 valor de xn: 0.453051
13----->  iteracion: 14 valor de xn: 0.867285
14----->  iteracion: 15 valor de xn: 0.402856
15----->  iteracion: 16 valor de xn: 0.84197
16----->  iteracion: 17 valor de xn: 0.465697
17----->  iteracion: 18 valor de xn: 0.870882
18----->  iteracion: 19 valor de xn: 0.393564
19----->  iteracion: 20 valor de xn: 0.83535
valor de r: 3.7    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.333
1----->  iteracion: 2 valor de xn: 0.821811
2----->  iteracion: 3 valor de xn: 0.54182
3----->  iteracion: 4 valor de xn: 0.918529
4----->  iteracion: 5 valor de xn: 0.276884
5----->  iteracion: 6 valor de xn: 0.740811
6----->  iteracion: 7 valor de xn: 0.710437
7----->  iteracion: 8 valor de xn: 0.76115
8----->  iteracion: 9 valor de xn: 0.672662
9----->  iteracion: 10 valor de xn: 0.814695
10----->  iteracion: 11 valor de xn: 0.558579
11----->  iteracion: 12 valor de xn: 0.912303
12----->  iteracion: 13 valor de xn: 0.296022
13----->  iteracion: 14 valor de xn: 0.771054
14----->  iteracion: 15 valor de xn: 0.65316
15----->  iteracion: 16 valor de xn: 0.838206
16----->  iteracion: 17 valor de xn: 0.501783
17----->  iteracion: 18 valor de xn: 0.924988
18----->  iteracion: 19 valor de xn: 0.256724
19----->  iteracion: 20 valor de xn: 0.706023
valor de r: 3.9    xn inicial: 0.1 
0----->  iteracion: 1 valor de xn: 0.351
1----->  iteracion: 2 valor de xn: 0.888416
2----->  iteracion: 3 valor de xn: 0.386618
3----->  iteracion: 4 valor de xn: 0.924864
4----->  iteracion: 5 valor de xn: 0.271013
5----->  iteracion: 6 valor de xn: 0.770504
6----->  iteracion: 7 valor de xn: 0.689628
7----->  iteracion: 8 valor de xn: 0.83476
8----->  iteracion: 9 valor de xn: 0.537949
9----->  iteracion: 10 valor de xn: 0.969384
10----->  iteracion: 11 valor de xn: 0.115748
11----->  iteracion: 12 valor de xn: 0.399167
12----->  iteracion: 13 valor de xn: 0.935348
13----->  iteracion: 14 valor de xn: 0.235842
14----->  iteracion: 15 valor de xn: 0.702861
15----->  iteracion: 16 valor de xn: 0.814505
16----->  iteracion: 17 valor de xn: 0.589237
17----->  iteracion: 18 valor de xn: 0.943943
18----->  iteracion: 19 valor de xn: 0.206367
19----->  iteracion: 20 valor de xn: 0.63874
